day,latency_ms,tier,rebate,fills,shares,pnl_usd,bps_per_share,venue_pct,win_rate,peak_inventory_usd,median_queue_wait_ms
20250926,0.5,top (>0.9% of consolidated volume),0.00305,33559,1618852.1237225076,-1204.6835552640898,-0.012525310147053222,26.536488689120446,0.46145594326410205,21029116.996931203,22.171384
20250926,0.5,mid,0.0025,31580,1506540.6474003275,-1997.2819556913464,-0.022310774003002867,24.695460606685895,0.46082963901203294,17780000.304033663,25.635142
20250926,0.5,entry,0.002,29940,1419424.5891662831,-2573.8850043660113,-0.030518647869679675,23.26743993692104,0.460688042752171,14235954.811042115,28.613352
20250926,0.5,base (no tier),0.0015,28290,1334791.0970373633,-3158.8152080815116,-0.039829962985165814,21.880113896642875,0.46009190526687876,13534022.812840322,31.493607
20250926,0.5,none,0.0,23514,1094715.9658974314,-4312.704838575215,-0.0663033309317934,17.94476309549339,0.4344220464404185,11730806.4656384,40.516386
20250926,5.0,top (>0.9% of consolidated volume),0.00305,30858,1620458.8350516602,-2138.797566351878,-0.022233246281014068,26.56282616392,0.4556354916067146,21863823.234606653,20.3294235
20250926,5.0,mid,0.0025,28692,1497461.425917374,-2876.5559576598334,-0.032355226302143755,24.546632523714116,0.45444723267809845,19479332.594524052,23.799167
20250926,5.0,entry,0.002,27007,1404102.3844695159,-3466.8651141433834,-0.04157863364440031,23.01627585240096,0.45284555855889214,16891950.524962705,26.803667
20250926,5.0,base (no tier),0.0015,25112,1300155.798216619,-3734.193767203312,-0.04836322942357564,21.312366415614438,0.4519751513220771,16846707.52427343,30.4777955
20250926,5.0,none,0.0,20337,1042692.6514803822,-4627.972371657441,-0.07472867826770957,17.091988419926285,0.4259723656389831,15109593.567333719,40.692048
20250926,50.0,top (>0.9% of consolidated volume),0.00305,23047,1302230.404935745,-3358.351373876167,-0.04342052058278303,21.34637370814581,0.4423135332147351,18614483.019459624,33.893024
20250926,50.0,mid,0.0025,21524,1210474.8976601255,-3696.642368132943,-0.05141235588740627,19.84230243115661,0.4424363501207954,21590868.610363785,36.716308
20250926,50.0,entry,0.002,20184,1133683.163274493,-4173.303428554278,-0.06196730408672618,18.583519765908317,0.4401506143479984,20505995.766612533,39.197007
20250926,50.0,base (no tier),0.0015,18806,1049819.683035742,-4472.5303923756255,-0.07171278472348301,17.208815886428237,0.44129533127725196,19123381.886890627,42.0679295
20250926,50.0,none,0.0,14903,822043.9253197317,-4739.347310741323,-0.09704118197465492,13.475078425351263,0.4188418439240421,13394945.500804117,49.467972
20250929,0.5,top (>0.9% of consolidated volume),0.00305,26184,1286604.8725003954,-318.6602287857687,-0.004139567106873927,24.133073768415944,0.44741063244729606,23514757.409616116,70.756961
20250929,0.5,mid,0.0025,24654,1198674.6042078082,-890.3654078458057,-0.01239708178792901,22.48375026860854,0.4477975176441957,21103644.85397057,79.908924
20250929,0.5,entry,0.002,23389,1132487.621276752,-1483.2431637020622,-0.021851395753891924,21.242269394624383,0.4463209200906409,23890946.85449357,87.648954
20250929,0.5,base (no tier),0.0015,22266,1074832.230894941,-1986.7143613419955,-0.03083763073703983,20.160817101872677,0.44529776340609,22256901.56060194,95.061796
20250929,0.5,none,0.0,18754,896462.4421728936,-2991.1265810709656,-0.05565627531982692,16.81510361881993,0.41623120400981123,22465569.010566242,113.042838
20250929,5.0,top (>0.9% of consolidated volume),0.00305,24958,1292752.7476674651,-895.1813327887385,-0.011549737584486899,24.248390543672336,0.4477121564227903,29156180.908675928,65.462374
20250929,5.0,mid,0.0025,23240,1197824.5978880944,-1418.1244190858615,-0.019745494048551315,22.4678065506453,0.44922547332185886,28803440.648885105,74.568244
20250929,5.0,entry,0.002,21821,1120183.8037517022,-1951.6948864385454,-0.02905572961557085,21.011484526393545,0.4474588698959718,31397804.70669878,83.4817
20250929,5.0,base (no tier),0.0015,20474,1047223.5947150585,-2426.7021044655476,-0.0386473211847931,19.642957059667484,0.4461756373937677,29789110.00338567,92.3410885
20250929,5.0,none,0.0,16713,845527.7462974538,-3101.347259425657,-0.06117814466909679,15.85971257436899,0.41602345479566805,23117476.899086673,113.577814
20250929,50.0,top (>0.9% of consolidated volume),0.00305,21096,1161252.9114014944,-1800.5959533739065,-0.025866032645359402,21.781824998203895,0.4393723928706864,20635915.027018573,66.602922
20250929,50.0,mid,0.0025,19679,1079690.0429183964,-2162.156438595558,-0.033406309971792204,20.251935935961434,0.4396056710198689,24633718.87159589,75.316294
20250929,50.0,entry,0.002,18410,1006997.9917828543,-2498.278930870495,-0.04138279461885087,18.888438354126368,0.4396523628462792,25197512.02250369,84.6121275
20250929,50.0,base (no tier),0.0015,17214,935598.8262342825,-2684.543781726853,-0.04786593766223487,17.54919165452513,0.4392355059835018,24368971.5915587,92.03483
20250929,50.0,none,0.0,13677,738761.0719493034,-3187.367179544698,-0.07196504824408935,13.857071294886689,0.41090882503472986,24108739.71746128,114.356952
20250930,0.5,top (>0.9% of consolidated volume),0.00305,29352,1275792.307082583,-943.2912915501454,-0.012369140847008197,25.0690110744583,0.4661011174707005,15244106.17685576,50.175903
20250930,0.5,mid,0.0025,27961,1211668.1530559938,-1594.3712906021092,-0.022008971421101534,23.808986916522397,0.46464718715353526,14342247.123603301,55.591379
20250930,0.5,entry,0.002,26702,1155170.4152141013,-2054.6675730549605,-0.02974547088722046,22.6988199968934,0.4650962474720995,11694551.78832113,60.650822
20250930,0.5,base (no tier),0.0015,25456,1100481.9603492494,-2610.9661847095667,-0.0396716143031421,21.62420505130944,0.4638984915147706,11442092.350290678,65.5141255
20250930,0.5,none,0.0,21707,935016.2377886265,-3699.8420192543704,-0.06614869528703214,18.372843518333056,0.40922283134472753,14824347.450645639,77.261351
20250930,5.0,top (>0.9% of consolidated volume),0.00305,27774,1271997.1384857628,-1428.3554651187922,-0.018790587635134602,24.994436927040304,0.46046662346079065,11579561.754549673,46.104246
20250930,5.0,mid,0.0025,26199,1202042.9337953026,-2017.0441039348284,-0.028069473133243095,23.619853679943994,0.46062826825451353,14382990.063757844,51.92267
20250930,5.0,entry,0.002,24717,1135215.3340672185,-2377.3910581404944,-0.03502499372827814,22.306707466126635,0.4607355261560869,14771060.47175332,58.623532
20250930,5.0,base (no tier),0.0015,23207,1065082.1370934176,-2794.6057996757177,-0.04387793891364458,20.92860706384104,0.45981815831430173,14367351.71333531,64.292697
20250930,5.0,none,0.0,19328,885162.4760115789,-3684.835430626954,-0.06959858698958775,17.393229125650166,0.40769867549668876,20733021.449171413,75.9920575
20250930,50.0,top (>0.9% of consolidated volume),0.00305,22556,1095039.1858747413,-2072.813163202577,-0.03165311051197326,21.517255845847274,0.4534935272211385,15723016.55107516,51.886108
20250930,50.0,mid,0.0025,21323,1036470.9784972235,-2566.1303813547424,-0.041399332709868376,20.36640469930315,0.4532195282089762,20822086.527454417,56.467323
20250930,50.0,entry,0.002,20108,979174.8613001686,-2905.9503116949436,-0.049623251579328044,19.240549817938472,0.45424706584444,20441155.89352211,59.6164795
20250930,50.0,base (no tier),0.0015,18772,913831.8461954448,-3123.229870789739,-0.05714395819014041,17.956575333843404,0.4543468996377584,17737374.601905104,64.485911
20250930,50.0,none,0.0,15243,740842.7834839284,-3584.396912138296,-0.08089437889165055,14.557381981759294,0.4038575083644952,19113424.549674477,74.352142
20251001,0.5,top (>0.9% of consolidated volume),0.00305,22192,1133504.0253295326,37.91296191761538,0.000519828622587458,23.380516195607132,0.46021088680605626,23812212.888184518,63.8921995
20251001,0.5,mid,0.0025,21002,1062306.9727217134,-463.11474555507687,-0.007285262601449289,21.911951634407032,0.4594324350061899,21762605.812898476,73.5454445
20251001,0.5,entry,0.002,20067,1008784.5678544226,-924.1652398287654,-0.015266947610760619,20.80795780124554,0.4574674839288384,21766142.34433901,80.537666
20251001,0.5,base (no tier),0.0015,19132,955740.7680528867,-1410.6591070332906,-0.024585668354833463,19.713836040208296,0.4571398703742421,20871408.71142179,87.5254415
20251001,0.5,none,0.0,16095,792630.4790812226,-2675.4371588646163,-0.05619878288745616,16.349399154451795,0.42286424355389873,17373413.34071701,108.582151
20251001,5.0,top (>0.9% of consolidated volume),0.00305,20682,1098236.5865607623,-312.8447909131314,-0.004777749955017517,22.65306317833964,0.456242142926216,33791216.96796379,66.2839795
20251001,5.0,mid,0.0025,19439,1026636.8441543913,-822.9189043525186,-0.013376733596663654,21.176192431059516,0.4564535212716703,32067055.08999495,75.771678
20251001,5.0,entry,0.002,18334,961119.4989521804,-1240.0926483540131,-0.02150611229916309,19.824781834923215,0.4548380058906949,29760610.4818245,83.58928
20251001,5.0,base (no tier),0.0015,17263,902597.1060358286,-1584.754435375375,-0.029253093276002482,18.617654445156198,0.4553090424607542,30081169.788276654,91.888598
20251001,5.0,none,0.0,14245,736033.8790909883,-2465.9729353635475,-0.055776016754504026,15.181994634381143,0.42155142155142156,23060795.64448821,113.129465
20251001,50.0,top (>0.9% of consolidated volume),0.00305,17225,948478.1775230041,-989.5828286247367,-0.01743528137715277,19.564032323846003,0.4472568940493469,33577872.54439258,78.883578
20251001,50.0,mid,0.0025,16060,880905.0013842362,-1324.1041704228983,-0.025078518007098167,18.170216595100115,0.45093399750934,30834383.38143426,87.6103165
20251001,50.0,entry,0.002,15075,824144.2421473592,-1658.300700379843,-0.03354874783110113,16.99942600154493,0.45041459369817577,31058331.692571253,95.175291
20251001,50.0,base (no tier),0.0015,14143,768466.1273287914,-1837.4988624687387,-0.039845783347429165,15.850966855245959,0.4495510146362158,29844497.269478876,101.493842
20251001,50.0,none,0.0,11424,610966.2572002767,-2304.859396803041,-0.06282024543545793,12.602254735961512,0.41535364145658266,20629787.116629284,130.433515
20251002,0.5,top (>0.9% of consolidated volume),0.00305,24871,1152612.1461663565,-1068.4450664949902,-0.01534119237716089,26.342807277320524,0.44618230067146475,25428418.26779863,52.970688
20251002,0.5,mid,0.0025,23447,1075301.6295415408,-1467.947564511303,-0.022581235613510935,24.57588503315421,0.4469228472725722,26093382.143013157,60.57444
20251002,0.5,entry,0.002,22263,1013989.0342745113,-1963.2838833409894,-0.03201946505964388,23.17459329233423,0.4458069442572879,24276482.31434885,66.49317
20251002,0.5,base (no tier),0.0015,21096,959976.1763414468,-2258.0242385230877,-0.038897533724306765,21.940136140585068,0.44581911262798635,23479780.8665145,72.2755825
20251002,0.5,none,0.0,17694,803082.7476480354,-3116.547160402334,-0.06415891018373958,18.354356336949326,0.41855996382954674,19687812.17143784,88.8507295
20251002,5.0,top (>0.9% of consolidated volume),0.00305,23616,1168778.282305203,-1499.8897510563909,-0.02122940793979638,26.712282308571055,0.4404640921409214,22949450.646807466,49.5328615
20251002,5.0,mid,0.0025,22014,1082343.5231015305,-1865.2740542376573,-0.028502950737644507,24.736826634832806,0.4411283728536386,22630482.001675304,57.831103
20251002,5.0,entry,0.002,20754,1016598.0998906726,-2223.7899293268247,-0.036173530039510085,23.23422316256336,0.44198708682663584,20501765.100721087,63.9528
20251002,5.0,base (no tier),0.0015,19492,952279.3443464816,-2540.0706019894387,-0.044103782044906184,21.764226002414425,0.4428483480402216,20505390.824413788,70.746248
20251002,5.0,none,0.0,16016,776135.3260512004,-3198.4975208443616,-0.0681318132554507,17.738476367171817,0.41664585414585414,20781686.609170567,87.8250865
20251002,50.0,top (>0.9% of consolidated volume),0.00305,19301,1022030.3466822196,-2285.014423926381,-0.03697633196322026,23.358376487503175,0.4265582094192011,26572065.11387515,57.354796
20251002,50.0,mid,0.0025,18063,950983.6810356079,-2649.5891985738895,-0.04607484380447636,21.734613778555634,0.4266179482920888,26856972.51492033,62.530378
